query_artist,query_title,id,name,artist,artist_id,n_artists,type,release_date,total_tracks,popularity
Ariana Grande,Dangerous Woman,5X7x18kW3mVIvnuNeedM6b,Dangerous Woman,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2016-05-20,17,63
Ariana Grande,Dangerous Woman,3XBmc6isA4z9BgIO42H2Km,Dangerous Woman (Edited),Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2016-05-20,17,48
Ariana Grande,Dangerous Woman,008gkJbe7n4eG8cifJOyKY,Dangerous Woman,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2016-05-20,11,43
Ariana Grande,Dangerous Woman,5l66n1dZhPv7yheoBicrbk,Dangerous Woman,Anya Ariana Smith|Melissa Grande,3p4r1w2aV0ctOSkuZGrnsa|4YckCBYfQ8jwiR6PgMGTst,2,album,2016-06-06,13,1
Ariana Grande,My Everything,6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2014-08-25,15,81
Ariana Grande,Sweetener,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2018-08-17,15,83
Ariana Grande,Sweetener,5KOu62BJwwCJTfyyAaEbZk,Sweetener,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2018-08-17,15,50
Ariana Grande,"Thank U, Next",2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2019-02-08,12,87
Ariana Grande,"Thank U, Next",6sUzNE1SPNLBXBCZs3PIAO,"thank u, next",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2018-02-07,12,58
Ariana Grande,Yours Truly,5xSvNPstcxHtR4ap2vvN8A,Yours Truly,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2013-01-01,12,67
Ariana Grande,Yours Truly,6czdbbMtGbAkZ6ud2OMTcg,Yours Truly,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2013-01-01,12,71
Ariana Grande,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2019-02-08,12,87
Ariana Grande,"thank u, next",6sUzNE1SPNLBXBCZs3PIAO,"thank u, next",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1,album,2018-02-07,12,58
Ariel Pink's Haunted Graffiti,Before Today,4dFE0GGL1lOGd76kx6yl4J,Before Today,Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,1,album,2010-06-07,12,48
Ashanti,Ashanti,5M3BrdaT0TV5SsYsM5PM8X,Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2002-01-01,17,69
Ashanti,Ashanti,4QAuSt9sLyCwa7lAX6Vp6I,Collectables By Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2005-01-01,10,38
Ashanti,Ashanti,2Hq09XZBzefpkvWWeWnHuA,Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2002-01-01,17,29
Ashanti,Ashanti,0NAp8d0y8taA6b4Mv5twAt,A Wonderful Christmas With Ashanti (Deluxe),Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2014-10-28,8,15
Ashanti,Ashanti,2cCgsczHC4dG2TSSPSxzL5,Ashanti's Christmas,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2003-01-01,10,17
Ashanti,Ashanti,0IG9qqSzmBPbCin9p36hnM,Collectables By Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2005-01-01,10,9
Ashanti,Ashanti,5d3NsRiyUBxEwvNRK55r9F,Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2003-01-01,7,8
Ashanti,Ashanti,0A58jw8JucuCoTyZRzLMh5,Ashanti Selah Meets Alpha Steppa,Ashanti Selah|Alpha Steppa,1IdpvTfGDPshOD7PaYPAkS|2X2gALerQqdAArPBOdIIiJ,2,album,2016-07-29,4,21
Ashanti,Ashanti,6XrRRc8w44lu7WI61znMn7,Ashanti,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2003-01-01,7,3
Ashanti,Ashanti,5tSf09OH5RqkfkBRWQ239J,Ashantis,Ashantis,16WVL5Jq496TTwz2BjC0uO,1,album,2015-01-31,16,2
Ashanti,Ashanti,5bkHXVPMTHGzlv1MTGrnsk,"Ashanti Gospel, Vol. 4",Ashanti Gospel,1erED0DNgd5qLxxgs4PWNm,1,album,2012-08-08,8,0
Ashanti,Ashanti,2hrz6rS7iZV4vlWaIv5Tf2,Ashanti Love,Ashanti Brothers Band of Ghana,5Vvlx7Cqv9RYmlnWvPRxUl,1,album,2014-04-27,4,1
Ashanti,Ashanti,0AkpnMsZErvlTRZwJTBQgR,"Ashanti Brothers of Ghana, Vol. 1",Ashanti Brothers of Ghana,1TCIvT4YmroYHru4LTsONl,1,album,2014-09-29,2,0
Ashanti,Chapter II,4vjeaWsf9UH2ecdKXAZaq2,Chapter II,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2003-01-01,20,60
Ashanti,Concrete Rose,3oL0vq8diYrPLGWVgjJBPD,Concrete Rose,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2004-01-01,17,52
Ashanti,The Declaration,23d3EfXK0OEtfOB61bBz9d,The Declaration,Ashanti,5rkVyNGXEgeUqKkB5ccK83,1,album,2008-01-01,13,56
Ashlee Simpson,Autobiography,0w11HUk0hE4WZ95Bvp6vNI,Autobiography,Ashlee Simpson,4hqDqHtBlgxXpLXVYf7c8L,1,album,2004-01-01,12,53
Ashlee Simpson,I Am Me,1YfNNrMrt3wj6qmUX8UPrn,I Am Me,Ashlee Simpson,4hqDqHtBlgxXpLXVYf7c8L,1,album,2005-01-01,11,44
Ashley Tisdale,Headstrong,18Cdeub4WBPKku92zlsfWp,Headstrong,Ashley Tisdale,2ddxtfC0oS8LoktXUHE7YL,1,album,2007,13,51
Asia,Asia,5TkfP3cqWgeBvCugPeiGNl,Asia,Asia,1bdytLV3FPjyhfrb6BhMej,1,album,1982-01-01,9,64
Asia,Asia,4jz5Op9EPfNrp9q7XG8ooI,Mood for Relaxing - New Age Asian Koto,Relaxing Asian Spa Music,3rmttM2kZtYdRpNUIMWR1R,1,album,2019-07-18,10,39
Asia,Asia,1EQ4qz9OOmbzK9BdQ59RDM,"Asian Zen Meditation - Instrumental Music for Meditation, Relaxation and Yoga Oriental Music for Massage and Relaxation",Asian Zen Meditation,1Db0plnZkJJC9TP7fxcKJF,1,album,2011-02-16,43,38
Asia,Asia,44FhCvUzBZ9fSoU2cxoU13,Itty Bitty Bitches (Asian Doll Remix),Asian Doll,4guK7U9J36z76E1tWecJ0J,1,album,2017-10-13,1,32
Asia,Asia,0nwgtmI8xUMdUEMQvv2Vl4,50 Chinese Meditation Music - Asian Zen Meditation Music & Relaxing Sounds of Nature and Tibetan Singing Bowls,Asian Zen Meditation,1Db0plnZkJJC9TP7fxcKJF,1,album,2015-08-02,50,35
Asia,Asia,3sExyS0eNePB5OiIL6e0qA,"Traditional Asian Music: Chinese, Japanese, Tibetan, Korean, Oriental Shamisen and Shakuhachi",Asian Traditional Music,3c8YvfkS0P01LGTynw582C,1,album,2010-06-30,42,38
Asia,Asia,6uK0oWCY0NUbcOOnVJo8JU,"Spa Music: Relaxing and Soothing Instrumental Music With Nature Sounds of Birds for Massage Therapy, Yoga, Meditation, Deep Sleep and Asian Zen Bird Sounds and Oriental Music for Spa",Asian Zen: Spa Music Meditation,2owwKPwj60GOqmAPowOqmK,1,album,2017-02-23,30,27
Asia,Asia,1SyBglpe7IjXsne1K11rOs,"Hypnotic Asian Flutes: Oriental Zen Relaxing Music, Bamboo Flute, Duduk Flute, Xiao Flute, Shakuhachi Flute, Hotchiku Flute, Kalimba Flute, Bansuri Flute",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2016-12-14,50,27
Asia,Asia,0y1qP9napNXg3cWacPTkX0,"Relaxing Music for Meditation – Asian Bells and Soothing Instrumental for Yoga Practice, Nature Sounds for Relaxation",Asian Spa Music Meditation,0GwGoL99STg1qE48i8qofg,1,album,2017-03-03,28,29
Asia,Asia,3XoxH7Ekt3z9hlCVmUgFQG,Asian Spa Classics,Relaxing Asian Spa Music,3rmttM2kZtYdRpNUIMWR1R,1,album,2020-02-01,10,26
Asia,Asia,7GC8AochD5XmWd4pzOHPnJ,Zen Palace: Asian Meditation Bowls for Deep Meditation & Relaxation,Asian Meditation Collective,4KFsIUsHmxf7a3zJRCGzbs,1,album,2019-11-27,25,27
Asia,Asia,56sNIeHKNcKQjEdVQkETa5,"Asian Zen Mood: Spiritual Oriental World - Meditation, Yoga, Sleep & Amazing Chinese Bamboo Flute, Guzheng, Pipa, Erhu Selection Music",Asian Oriental Zen,4Zg7RZMfxuftHrjHMXNKNp,1,album,2019-06-18,30,25
Asia,Asia,4eAZzlVaN686gDeluszUHN,Music from Asia: Oriental Instrumental Music from China,Asian Flute Music Oasis|Calming Music Sanctuary|Relaxing Flute Music Zone,2h6L0VqIEGqlslzLLXxKIT|2G16MzQBiLndfDhH1bs6UX|0XYgEYmGl3tbIq5cRjETRJ,3,album,2019-09-05,15,24
Asia,Asia,2dBgxYs9N266RNnRFoxXJ5,"藥王回來到 ""Asia"" Is Back",Asiaboy 禁藥王 ＆ Lizi 栗子,460u7AKt1ZvsPMB0zoXuAQ,1,album,2020-04-02,3,39
Asia,Asia,71mrdAyuMHidaG8y4HyLpu,"Japanese Green Tea Ceremony – Asian Music, Finding the Balance, Zen Traditional Songs for Celebration",Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2017-08-23,40,22
Asia,Asia,7eSzBoyCbM0qTOtuSKmWzO,Heat Of The Moment: The Very Best Of Asia,Asia,1bdytLV3FPjyhfrb6BhMej,1,album,2000-01-06,18,20
Asia,Asia,7mgupDAAo0kinraWDnXK7U,"30 Asian Meditation - Pure & Relaxing Traditional Japanese and Chinese Music, Namaste Healing Yoga, Zen Garden Relaxation Oasis",Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2018-02-19,30,17
Asia,Asia,08dJZlYk0LYjlc0xsWhzMo,The Best Of Asia 20th Century Masters The Millennium Collection,Asia,1bdytLV3FPjyhfrb6BhMej,1,album,2003-01-01,12,15
Asia,Asia,5vlR6z5sFmYjsy5gN7nfHu,"Oriental Escape - Asian Zen Meditation Music, Japanese Chill, Healing Yoga, Guzheng & Erhu, Wellness Spa, Calm Sleep",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2018-02-08,60,17
Asia,Asia,4Mc4NxBkgt287Gg9s8wtsH,Oriental Moments: Asian Style,Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2018-10-22,30,15
Asia,Asia,2KmRmS494yDK0G3e2e0ysX,"Traditional Chinese Music for Oriental Meditation, Buddhist Zen Life, Asian Flute, Guzheng",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2017-01-17,50,12
Asia,Asia,6tpfEctRnRtNFDW6eTKalT,Asian Massage Music: Relaxing New Age Songs with Forest Birds Chirping Nature Sounds,Asian Spa Music Meditation,0GwGoL99STg1qE48i8qofg,1,album,2020-04-14,25,14
Asia,Asia,5fhc5lLESrQtIi2NOrE72L,"Asian Relaxation Therapy (Oasis of Calmness, Flute Music, Spa, Massage, Reiki, Meditation & Yoga)",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2018-05-24,40,13
Asia,Asia,3UfcuP04hCU0J6uIKtSlYc,Cherry Flower Blossoming - Traditional Oriental Asian Zen Stories,Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2018-08-16,30,15
Asia,Asia,5YEORmK2w6RtNJN7nIWQlf,"Asian Flute Sanctuary – Relaxing Music, Spa Massage, Deep Relaxation, Zen Garden, Health and Wellness, Peaceful Life",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2018-08-14,30,11
Asia,Asia,4ydcR8DkZ10XdGkUSt6bnf,"Spa Music: Relaxing Instrumental Asian Flute Music for Spa, Massage, Yoga, Meditation, Stress Relief, Relaxation and Asian Zen Spa",Asian Zen: Spa Music Meditation,2owwKPwj60GOqmAPowOqmK,1,album,2017-06-07,30,15
Asia,Asia,22JnEsI91JDpSBVoHdWUsE,"Deep Relax & Meditation (Relaxing Sound of Water ideal to Asian Zen Spa, Meditation, Rest, Calm, Deep Relax, Massage, Sleep)",Asian Zen Spa Calm & Relax Music,1nvpqQsAOTlJKLM0ju3jbT,1,album,2016-03-08,17,22
Asia,Asia,4SXNc2hh2REbDSg5fXz2RG,"Meditations for Relaxation - Peaceful Music with Relaxing Sounds of Nature for Zen and Balance, Soothing Music for Healthy Living and Asian Meditation",Asia Hindi,6R1kfS5pZxF4Fx5NTV2W0P,1,album,2017-01-31,24,17
Asia,Asia,6dxoCm6prCF0atYNBykR2O,Asian Peace. Deeply Relaxing Wellness Music,Zen Serenity Spa Asian Music Relaxation,1BLYfHK3NYVYmeUkKjQg81,1,album,2020-10-30,15,15
Asia,Asia,7iTWWyTVnJVhgH5MTFT5wW,"Ambient Meditation (Asian Zen Spa , Massage Music, Music Therapy, Sleep, Relax, Spa Music, Wellness Break, Spa Dreams)",Asian Zen Spa Calm & Relax Music,1nvpqQsAOTlJKLM0ju3jbT,1,album,2017-01-25,11,26
Asia,Asia,2UDtxK2lGR9ACGYmG50fV9,"Chinese Peaceful Zen Music (Deep Oriental Cure, Asian Aura, Harmony of the Soul, Taoist Awakening)",Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2018-04-24,60,16
Asia,Asia,6i8i9ZJqxgxwjLJpGOOxMj,Asian Traditional Music,Asian Spa Music Meditation,0GwGoL99STg1qE48i8qofg,1,album,2020-05-04,25,12
Asia,Asia,2NC0ad2UgeagwIRldX7jfg,! ! ! Asian Zen: Music ! ! !,Asian Zen: Spa Music Meditation|Yoga Para Embarazadas|Lullabyes,2owwKPwj60GOqmAPowOqmK|160qxOsi98hMpq7IZ4kfXp|5yJ85zrHW49tJifbLfOQEo,3,album,2021-05-23,45,9
Asia,Asia,1UHXsBKm0IKx90Tilxg9lv,Asian Pop,Asian Pop Addicts,6xxThUu1fvafPHOUzFB9Rm,1,album,2014-07-01,14,20
Asia,Asia,4m1M1uMrFgR5G53ojri80g,"Timeless China – Zen Relaxation, Traditional China & Japanese Instruments, Wooden Flute and Chinese Bells, Asian Bamboo Flute, Chinese Winds",Asian Tradition Universe,2bM5hDOrE0M0MYjAVQotDl,1,album,2017-08-25,30,11
Asia,Asia,2hyDDzEN7xpagccKZ70W1k,Asian Traditional Music,Asian Traditional Music,3c8YvfkS0P01LGTynw582C,1,album,2011-03-19,61,14
Asia,Asia,2Sp9HMIVpGt2G4LXtCQL2c,"Japanese Mindfulness – Zen Meditation, Traditional Asian Music, Healing Reiki Energy, Asian Instruments, Flute & Harp, Meditation & Yoga, Soothing Background, Complete Relaxation, Asian Chillout",Asian Meditation Music Universe,5jDQxJ9TBBi23ivtILWriY,1,album,2017-05-15,30,11
Asia,Asia,1hAXCh099vHIC7EmrKLgPp,Zen Classics - Música Tradicional Asiática con los Sonidos de la Naturaleza,Asian Traditional Music|Spa Relaxation & Spa|Moon Salutation,3c8YvfkS0P01LGTynw582C|3B6M89h47V1ZxSJUYjL0ZO|5tAp4uYT1qpK59vdZtt5jR,3,album,2016-03-09,30,7
Asia,Asia,2CrG4S8vbgrLuOgKLcEDQw,The Dim Sum Suite (Over an Hour of Pan Asian Music),Asian Music Masters,4K3m84ZxJ7qoKYZV2JMSxi,1,album,2014-08-05,28,11
Asia,Asia,3HY3D6R26KkL5pcoa0jYZa,Japanese Green Tea Ceremony: Beautiful Instrumental Asian Music,Zen Serenity Spa Asian Music Relaxation,1BLYfHK3NYVYmeUkKjQg81,1,album,2020-11-19,15,11
Asia,Asia,2mECSxNljfcHEVOhVQjm4M,"Chinese Calmness: Oriental Zen Instrumentals to Reach State of Serenity, Tranquility, Peace, Asian Meditation Experience",Ancient Asian Oasis,1tqsJ5xvw9jonXHT9yGcxY,1,album,2017-11-29,30,8
Asia,Asia,2NGJ8ZgV5ABTAszZbBG280,"ASIAN Lofi Type Beats: Chill in Japan, Oriental Spa & Massage, Meditation, Yoga, Sleep, Relaxation Music",Asian Oriental Zen,4Zg7RZMfxuftHrjHMXNKNp,1,album,2019-08-20,30,13
Asia,Asia,2tzxfeB9wSG72AqJ2LH0QD,"25 Spa Tracks - Relaxing Spa Meditation Music and Asian Instrumental Music for Massage, Beauty Care & Total Relaxation",Asian Zen Spa Music Relaxation,4hz5BBzGrPm6xmH999z8i6,1,album,2015-06-15,25,14
Asia,Asia,7HpeZrrv9Jt7fTCMMBtO62,"Zen Meditation (50 Oriental Tracks – Traditional Chinese & Japanese Music, Deep Meditation, Reiki Healing Energy, Mystic Sacred Flute, Hypnotic Asian Music, Music for Spa)",Asian Flute Music Oasis,2h6L0VqIEGqlslzLLXxKIT,1,album,2017-07-21,50,12
Asia,Asia,0VWmCYQDBnh22RgU4G0ysp,Asian She EP,Asian She,3xUroJ9phAHftA25QDMv86,1,album,2012-09-05,5,5
Asia,Asia,3mLYIlWN0HCF8Hmx1392iC,Asian Meditation Music: Spa Zen,Asian Sleep,6uOUmHSFuqaxqbwxMNdWfl,1,album,2011-12-23,36,9
Asia,Asia,4QGVpi21ryxtB4yMuc01Ks,"Chinese Zen Sanctuary (Taste of Orient, Asian Buddha Lounge, Traditional Rituals, Sweet Eastern Meditation)",Asian Tradition Universe,2bM5hDOrE0M0MYjAVQotDl,1,album,2018-03-06,30,6
Asia,Asia,4Gosp67AEXBwxb0dqGyY8w,"Asian Flute Gentle Compilations: Soothing Time, Mental Health, Music for Stress & Anxiety",Asian Flute Music Oasis|Flute Music Ensemble|Tao Music Collection,2h6L0VqIEGqlslzLLXxKIT|0N97aWi43uJianeszbWHY7|1bBjNbGpbV6OGV0OkuMrj4,3,album,2021-03-25,15,7
Asia,Asia,7CNKDc9V7P33LMhek8uiAS,"Asian Relaxing Music - Full Mute, Way to Rest, Interesting Time with Nature",Asian Zen Spa Music Meditation,0fJRie9aBdCminvDWMCRuC,1,album,2016-12-29,15,17
Asia,Asia,7fw9B1lt6oPinyCQBElCel,"Zen Asian Spa – Relaxation Japan Massage, Meditation Healing Sounds, Zen Spirit, Peaceful Music",Zen Serenity Spa Asian Music Relaxation,1BLYfHK3NYVYmeUkKjQg81,1,album,2020-05-25,15,10
Atlas Sound,Logos ,5j6RB5MpNUKWJJ2uxibdJh,Logos,Atlas Sound,3kGhAL9j1WyNjNkWTRQd8T,1,album,2009-10-19,11,44
Atlas Sound,Parallax,6HTAZdkIuhAoQPFtZmFYo5,Parallax,Atlas Sound,3kGhAL9j1WyNjNkWTRQd8T,1,album,2011-11-07,12,33
Audioslave,Audioslave,78guAsers0klWl6RwzgDLd,Audioslave,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1,album,2002-11-17,14,76
Audioslave,Audioslave,1QRl1pAk0GOow2DKaRhuye,Audioslave Live on Hollywood Blvd.,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1,album,2005-01-01,2,8
Audioslave,Out Of Exile,0HQhToIjonHnJRRPN4jeJU,Out of Exile,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1,album,2005-01-01,12,68
Audioslave,Revelations,6Ys6uRTMti54CH8VEo2xEt,Revelations,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1,album,2006-08-29,12,57
Audioslave,Revelations,5mYawEK4EBrkiB56WWyvQr,Revelations,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1,album,2006-08-30,13,40
Audioslave,Revelations,6iskgrD2HpMgGJSiRETYAG,Revelations,Revelations Audioslave Cover,1vzBwrrCuyQOodJX4sk0Og,1,album,2019-09-08,3,1
August Alsina,Testimony,7oim27wQfpCo2DQ3JWEwzn,Testimony,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,15,59
August Alsina,Testimony,3FHEN0yaab8BxVHXHyaYkk,Testimony (Deluxe),August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,17,54
August Alsina,Testimony,4bxbI5Tb8o7pPJ1xuQxRFi,Testimony (Deluxe),August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,17,33
August Alsina,Testimony,1dgQsZ1ac6YehhxfLtcI7f,Testimony,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,15,26
August Alsina,Testimony,2P9bHhWaKrQrqk2Z4pu1ms,Testimony,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,15,22
August Alsina,Testimony,1cG118IMrqfqB84sDMQPzC,Testimony (Deluxe),August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,17,22
August Alsina,Testimony,3sn0W4HzJ8AdPjEAmU0au7,Testimony,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,15,1
August Alsina,Testimony,4DhN9mmbhbWbVlBlG676oK,Testimony (Deluxe),August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1,album,2014-01-01,17,2
Ava Max,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,Heaven & Hell,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,1,album,2020-09-18,16,89
Avant,Director,38SYXeHuriARoB9LeyuCgp,Director,Avant,0AunegKKH2ys98aLxq8G1A,1,album,2006-01-01,15,51
Avant,Ecstasy,1JSJf8Q1uGtUENd9X0I4uG,Ecstasy,Avant,0AunegKKH2ys98aLxq8G1A,1,album,2002-01-01,13,49
Avant,Private Room,6M31UyJrV9SQMC0L2rSLCL,Private Room,Avant,0AunegKKH2ys98aLxq8G1A,1,album,2003-01-01,16,53
Avenged Sevenfold,Avenged Sevenfold,3Id3VUk9jSKBD1guNo1buF,Avenged Sevenfold,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2007-10-26,12,72
Avenged Sevenfold,Avenged Sevenfold,58l0lwDrcUTi3KJxCGcpFs,Avenged Sevenfold,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2007-10-30,10,50
Avenged Sevenfold,Avenged Sevenfold,0v3FHuvSb3f90AWW5uTqE7,Avenged Sevenfold,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2007-10-29,10,39
Avenged Sevenfold,City Of Evil,55tK4Ab7XHTOKkw0xDz3AA,City of Evil,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2005-06-06,11,69
Avenged Sevenfold,City Of Evil,0TdsEj0Ep5DCtuQ68Pw9Cb,City of Evil,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2005-06-06,11,43
Avenged Sevenfold,Hail To The King,0ks45m1bsP2JsZpM5D2FFA,Hail to the King,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2013-08-23,10,74
Avenged Sevenfold,Hail To The King,0Qm2vu5VZp2MKLb6yTxSgT,Hail to the King: Deathbat (Original Video Game Soundtrack),Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2015-01-27,10,32
Avenged Sevenfold,Nightmare,7vfuTRXIAYJz5Uc8SddnTr,Nightmare,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2010-07-23,11,73
Avenged Sevenfold,Nightmare,1kZNgA27ewArSfE17yog8U,Nightmare,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,1,album,2010-07-26,11,53
Aventura,The Last,57tmzh0hsnWU8znnvEWJbe,The Last,Aventura,1qto4hHid1P71emI6Fd8xi,1,album,2009-06-09,18,75
Avicii,True,2H6i2CrWgXE1HookLu8Au0,True,Avicii,1vCWHaC5f2uS3yhpwWbIA6,1,album,2013-01-01,10,82
Avicii,True,0ignCov9foaLxuqND5GMtl,True: Avicii By Avicii,Avicii,1vCWHaC5f2uS3yhpwWbIA6,1,album,2014-01-01,9,54
Avicii,True,50oWFJ0mDEeMa74ElsdAp3,True (Bonus Edition),Avicii,1vCWHaC5f2uS3yhpwWbIA6,1,album,2013-09-16,15,64
Avril Lavigne,Goodbye Lullaby,1COPJyU2PpM2Itcob3vhFF,Goodbye Lullaby (Expanded Edition),Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1,album,2011-03-08,21,73
Avril Lavigne,Let Go,3zXjR3y2dUWklKmmp6lEhy,Let Go,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1,album,2002-06-04,13,78
Avril Lavigne,The Best Damn Thing,6lqE05fiHWJVYYdMVJNj38,The Best Damn Thing (Expanded Edition),Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1,album,2007-04-17,17,75
Avril Lavigne,The Best Damn Thing ,6lqE05fiHWJVYYdMVJNj38,The Best Damn Thing (Expanded Edition),Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1,album,2007-04-17,17,75
Avril Lavigne,Under My Skin,7851Vsjv3apS52sXUik6iF,Under My Skin,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1,album,2004,13,69
B.B. King,Live at the Regal,7njGz7ZeDXL6cH3VnflcQ2,Live At The Regal,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,1,album,1965,10,43
B.B. King,Live in Cook County Jail,3mCS3cMduOlki845XA4gDZ,Live In Cook County Jail,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,1,album,1971-01-01,8,46
B.J. Thomas,Amazing Grace (Remastered),1DT8onrWC6tBPTKgjobM6u,Amazing Grace (Remastered),B.J. Thomas,0uUNzXylqsZdmFDwdxaP1V,1,album,2010-03-23,10,26
B.J. Thomas,The Definitive Collection,33GXTqxebbOnwpihEsBXzC,The Definitive Collection,B.J. Thomas,0uUNzXylqsZdmFDwdxaP1V,1,album,2007-05-22,10,18
B.o.B,B.o.B Presents: The Adventures Of Bobby Ray,7apLPYT8szV1IqTxyVSy5P,B.o.B Presents: The Adventures of Bobby Ray,B.o.B,5ndkK3dpZLKtBklKjxNQwT,1,album,2010-04-27,12,75
B.o.B,B.o.B Presents: The Adventures Of Bobby Ray,7juIU7sRw4Oj9DpuadXILZ,B.o.B Presents: The Adventures of Bobby Ray,B.o.B,5ndkK3dpZLKtBklKjxNQwT,1,album,2010-04-27,12,60
B.o.B,Strange Clouds,7qqCw47pAWFzhwTpVRd0zE,Strange Clouds,B.o.B,5ndkK3dpZLKtBklKjxNQwT,1,album,2012-04-27,15,65
B.o.B,Strange Clouds,5JXkw4LxF9hvWECwy2Mzgy,Strange Clouds,B.o.B,5ndkK3dpZLKtBklKjxNQwT,1,album,2012-04-30,15,38
B2K,B2K,21yoUU2rTDol51y88pMGKq,B2K,B2K,51d3rUlLuMh7EW09aMe7yj,1,album,2002,17,46
B2K,B2K,56m66MCo7QzlpVr2EwGuHT,"B2K Presents ""You Got Served"" Soundtrack",B2K,51d3rUlLuMh7EW09aMe7yj,1,album,2000,13,50
B2K,B2K,2Lx3B3MPhIkMHDX66UTLaS,"B2K Presents ""You Got Served"" Soundtrack",B2K,51d3rUlLuMh7EW09aMe7yj,1,album,2000,14,36
B2K,B2K,52N5TedWMEYNzvmchcg15W,"B2K Presents ""You Got Served"" Soundtrack",B2K,51d3rUlLuMh7EW09aMe7yj,1,album,2000,13,6
